video_id,description
1435,"The woman smiles as the man starts kissing her, but she looks serious."
1435,A black man and woman kiss each other.
1435,A man kisses a woman passionately with her eyes closed.
1435,Two people look at each other and then kiss passionately.
1435,A man kisses a woman who has her back against the wall.
1435,A man and a woman kiss each other on the lips.
1435,A dark-skinned man and woman kiss in a close-up shot.
1435,A black man and woman make out.
1435,A man and woman kiss each other in a darkened room.
1435,"A man looks at a woman and she smiles, and he kisses her."
1435,A man and a woman are kissing each other.
1435,A topless man wearing a silver chain necklace around his neck kisses a topless black woman with a bun hairstyle who is also wearing a chain necklace around her neck.
1435,Two standing African-American people kiss romantically while facing each other.
1435,A happy-looking couple is intimately kissing each other.
1435,A man passionately kisses a woman who is leaning against a wall.
1435,A man kisses a woman who is leaning against the wall.
1435,A man and a woman kiss while standing.
1435,A couple is passionately kissing in a bedroom.
1435,An attractive young couple kisses while standing against a wall.
1436,A man throws himself on the ball that he then throws to another person who repeats the same.
1436,"A man performs a backflip on top of a ball and throws it to his teammate, and vice versa."
1436,"One person pushes the ball to another, and the receiving person performs a maneuver on top of the ball while jumping."
1436,Two men pass a ball between each other inside a gymnasium.
1436,Two men play catch with very large rubber balls.
1436,A couple of young men are playing with a big ball.
1436,Two men are doing flips with the help of a gym ball.
1436,"Two men, one wearing blue clothes and the other wearing white, jump over a silver exercise ball."
1436,Two men bounce on a big ball while passing it to each other.
1436,Two men are passing an exercise ball between themselves by jumping on the ball and doing a flip off of it to propel it in the other direction.
1436,A person passes a big round ball to another person who bounces on it and passes it back.
1436,Two people use the ball to turn themselves when it comes to them.
1436,They push the bouncing ball to each other with their backs.
1436,Two men bounce off a large rubber ball that travels between them on a mat.
1436,Two men are doing flips using a large ball.
1436,Two men throw a ball to each other with their backs while doing stunts.
1436,Two men jump on a Pilates ball and flip it over.
1436,Two men are backflipping on a gym ball while passing the ball between them.
1436,Two gymnasts are throwing an exercise ball through tricks.
1436,Two boys are playing inside a large hall.
1437,Dimensional frame of a black and white comic book with angular motions.
1437,An animated comic being shown in a dimensional way from different angles.
1437,Varying views of a comic strip featuring a tiger and a young boy.
1437,A 2D comic that turns into 3D when viewed up close.
1437,"A page of comic book with black and white drawings, with zooms in various directions."
1437,The camera zooms in and rotates around a 3D rendering of a comic strip featuring a boy and a tiger.
1437,A comic book image is zoomed in on and then shown with three-dimensional properties.
1437,A comic strip of a boy and his tiger is shown in 3D.
1437,A zoom in of a comic scene in three dimensions.
1437,A black and white comic displayed in three dimensions.
1437,An animated cartoon comic story in black and white.
1437,A drawing shown as if it is reacting while rotating the art.
1437,A comic is being zoomed in on and turned into 3D.
1437,Descriptive words in a diagram are shown with attribution to the speaker.
1437,A three-dimensional view of a cartoon comic book.
1437,A three-dimensional representation of a comic book.
1437,A 3D look at the inside of a comic strip.
1437,"A cartoon newspaper clip comes to life, showing a three-dimensional representation."
1437,An animation transforming classic comics into 3D animated versions.
1437,A comic strip featuring a boy and a cat talking to each other.
1438,A fully naked woman is lying on the bed with her buttocks facing upwards while another man is performing oral sex on her.
1438,A naked woman is lying in bed with her buttocks turned and a shirtless man is licking her.
1438,A man is performing oral sex on a woman who is lying down.
1438,A woman lying on her back is enjoying oral sex from a man.
1438,A naked black woman is performing oral sex on another naked black woman.
1438,"A naked man and woman are on a bed, he has his head on her vagina while she has an expression of pleasure on her face."
1438,A man is penetrating a woman's vagina with her legs up.
1438,A man is performing oral sex on a woman who looks very horny.
1438,A man is performing cunnilingus on a woman who moans and wriggles.
1438,A young man is performing oral sex on his partner's vagina and the couple is enjoying sex.
1438,A man is performing oral sex on a woman with her legs in the air.
1438,A man and a woman are pleasuring each other by licking each other's genitals.
1438,A woman with her legs up is being kissed on her private parts by a man.
1438,A man is performing analingus on a woman while they are in bed.
1438,An African American couple who are naked are engaging in oral sex.
1438,A man is pleasing a woman by giving her oral sex.
